[General]
Name|Liz Katz
85137800-6044-45c2-8f0b-202459d07341|알았어, 알았어... 잠시 후에 만날게.
538cef0a-3600-4725-965d-4ed0314779ae|아무 말도 하지 않는다
5f10edd8-f42c-4a20-9c10-ff65683add3d|빨리 보고 싶다!
3d096969-4e36-403f-bf51-c2d46f233040|빨리 보고 싶다!
90e4494a-6fd6-46d2-ab82-516f70bd969b|그게 제가 침착하게 있도록 도와줄지는 모르겠지만, 네. 가자!
5d919658-fd98-4c65-803c-cda49847d117|지금은 괜찮아요, 고마워요. 뭘 입을지 기대돼요. 계속 단서를 찾을게요.
f0ff5cb5-1816-418c-98fb-2c1544a60025|훌륭한 생각이야, 탐정님!
cf27c364-b11a-49d2-a962-ddc4f6d3424b|알았어, 근데 "박살낸다"고 할 때 정확히 무슨 뜻이야?
077bbbfc-1071-4c22-855c-8fcba56fb2e7|누군가 집 밖 에어컨 블록에 부엌칼을 꽂아놨어요.
33898a4d-ed2d-4ab6-8805-1ad23a531478|완벽해! 가서 그들에게 경고할게.
3f9b7dfe-1194-4dc2-b1ac-ae96375d05d7|동의해요.
f19365b4-2972-45a4-ae74-1714b4a2924c|알았어. 바로 처리할게.
509ae25c-9672-467b-b562-11fbfeb41dec|알았어. 바로 처리할게.
08941fcd-91a5-464f-a20c-4046a5473028|죽느냐 사느냐? 그것이... 음... 문제로다.
78fe0154-7e67-40b7-8fb9-ca0000229610|음... 막혔네...
d1c1c8fb-eb06-47b5-b9f5-da192629943d|모르겠어... 꽤 진짜 같아 보이는데. 어떻게 구분할 수 있어?
73e4499f-ad47-48e7-bd41-7033a2dbe26b|알았어... 그럼 누군가 이 에어컨 블록에 가짜 피를 부어 넣었다는 거네. 근데 왜?
74b3da93-eeb7-4f20-8427-669bbbb1fed5|정말 대단하다!
fc26adc0-6803-4e09-8a02-4843be10b913|더워.
e606d1b7-31d3-4dfc-9cba-6cc14ca25763|정확해. 무슨 생각이라도 있어?
71fa0cb9-6243-4630-ae6b-cb53bbf8a507|그리고 건조기에 넣는다고 냄새가 딱히 가시지 않았어...
6f76f6e3-0a98-45f2-b857-39827e76d3c7|어쩌면 이 파티 손님들 중 한 명이 그 문제에 대해 우리를 도와줄 수 있을 거야.
8712203c-5f1f-45d6-97ed-5561b59d9058|알았어!
0067914d-dfcb-49b7-9781-8aa46cf100a2|Instagasm 계정은 Patrick의 것이야.
456cd611-d0c1-4cc7-9c29-01b83e115915|유일무이한 것 같아!
d19c5641-6a63-4bda-bae4-39c4a0e0e3eb|음... 나도. 죽은 사람이 섹시해!
e01aece6-c164-4e07-b856-510e9e7fb140|오... 그래서?
b0bcb5eb-0218-41db-a924-5e1db538b93a|네, 알겠어요.
2c0d4b12-25b9-4cd5-8b30-364bcb261a15|네, 알겠어요.
4028188c-5d07-42f4-9168-673374790511|당신은 분명히 흥분하고 빛나고 있어요.
51a72b52-7a5d-4574-b05b-d79000034cb0|우리는 Patrick의 가상 현실 프로그램 안에 있어.
91c83260-9bae-4483-944f-8a7c64040c26|정신 차려, 이건 그냥 VR일 뿐이야.
1e59dc3e-535a-49f3-9a7f-e73e87ca59b8|우리는 Patrick의 가상 현실 프로그램 안에 있어.
53a9f810-df2d-4619-a9c6-4c55d1e27ea3|우리는 완벽한 품질 테스트를 해야 해, 중력을 조절할 수 있는지, 이 침대가 VR에서 얼마나 푹신할 수 있는지 알아보기 위해.
6a3817ae-3865-4903-81c5-7507bf921f47|단서 찾기, 알았어.
bd8c15ee-f3c4-41cb-a083-d8652a12ca0c|좋아, Andro-Patrick이 할 말이 있는지 보자.
170e7680-1bcf-41d0-bc67-63173a38764d|좋아, Andro-Patrick이 할 말이 있는지 보자.
c5243469-6b92-44ae-b9e0-559629ae4c24|Andro-Patrick이 할 말이 있는지 보자.
8ea188b2-377b-440f-855f-cde5ca54eda7|Patrick은, 그가 정말 죽었다면, 절대 알지 못할 거야.
0b1e7d4a-180b-43db-afe4-cdec5b1ad229|네 말이 맞아. 계속해줘.
f01cfe56-757e-471f-ab70-d98ea8763b1a|아무 말도 하지 않는다
38fba3fb-6235-4dff-acd2-e2854fdbdc49|아무 말도 하지 않는다
b13b0214-8e17-45e0-9907-3a3f933690ea|전혀 모르겠어.
47a71219-3c9b-426c-9d8b-4e60db45cd52|아무 말도 하지 않는다
d25ba57b-f9de-48c2-a671-52e9f1bc2c99|Patrick, 누가 당신을 죽였고 왜 그랬는지 알기만 하면 돼요!
f775053c-d555-4045-bd23-4a9103121245|알았어, Patrick. 중요할 거야. 계속해줘.
c887388c-cebe-46c4-845e-436c9857d1fa|아무 말도 하지 않는다
1922c208-31eb-4643-ad19-801acb887074|정말... 누군가 왜 Patrick을 죽였는지 알아?
be3035a7-2acb-4434-a8af-d159241d5a32|사실, 광고는 사람 머리만큼 큰 것을 인쇄할 수 있다고 자랑하고 있어!
fa0f206c-dad4-454b-9840-c3c8608603cf|와우...
2854967f-32e6-4ddd-8679-d1c0e5b1f794|다른 이유가 있을 거야. 가자.
582aca84-ab04-458d-aed6-8afa92deca67|그것은 사실적인 사람 머리를 스캔하고 인쇄하는 방법에 대한 지침을 담고 있어.
62e4fb05-34d7-4ac7-84df-6f01522a8a63|네, 아가씨!
0eedf246-f563-4570-999e-5ba30f022784|이 단서는 중요한 것 같아. 다른 사람들에게 돌아가 봐야 할 것 같아.
c9a60c88-f7f6-4973-a5f3-85d09c741406|그럼!
2ceaba8d-8cd2-4624-8182-5b2414d76894|알았어. 처음부터 시작하자.
43380478-31e8-4157-9a47-7b723caff7ea|Patrick의 머리에서 쪽지를 찾았어.
3917b174-14b5-4e95-b410-0e114891140e|살인자가 시체를 에어컨 블록 안에 던져 넣었어.
fb431e7a-89a8-40bd-a699-ca9b7a58fa73|살인자는 환기구를 통해 도망쳤어.
87e8183a-804f-406b-a557-16d3b0afa69d|Patrick이 파티에 당신을 초대해서 살인 미스터리를 꾸몄다는 걸 알아요, 아마도 위장하려고 했겠죠.
e0c7defc-260c-4493-888f-3b94b283acef|살인범의 동기는 Patrick의 미납 세금과 관련이 있을 수 있습니다.
0e8d62b0-e8df-41b5-ada7-e3c82dc8c6c1|살인자는 시체를 에어컨 블록 안에 던져 넣었어.
ff952b0e-258f-450f-9d83-bceefaeeab6a|살인자는 환기구를 통해 도망쳤어.
2b422427-2ecc-4d77-a98d-a3c7ab61668e|우리는 Patrick이 당신을 이 파티에 초대한 것이 가능한 은폐를 위한 살인 미스터리 게임을 조직하기 위함이라는 것을 알고 있습니다.
b3fdcc54-5676-4a56-a518-11a5da48f3fa|살인범의 동기는 Patrick의 미납 세금과 관련이 있을 수 있습니다.
3a1ea6ee-b28d-4d54-b626-adf4e33e222e|살인자를 잡을 준비가 됐나요?
1d5e626b-6b11-42f2-ba12-a6dba3cce819|훌륭한 지적입니다, Katz 경감님. 계속 조사하겠습니다.
a9700e2a-28b9-4476-9ef4-c4586465199a|Patrick의 머리에서 쪽지를 찾았습니다.
9967b040-8cf5-4956-ac2b-0b5fbdfeb007|살인자는 환기구를 통해 도망쳤어.
e90cd955-a458-45ff-8bb4-e4cf4ce87f44|우리는 Patrick이 당신을 이 파티에 초대한 것이 가능한 은폐를 위한 살인 미스터리 게임을 조직하기 위함이라는 것을 알고 있습니다.
e0ceee7e-ee9b-479d-9d2a-a73752315d94|살인범의 동기는 Patrick의 미납 세금과 관련이 있을 수 있습니다.
c095e941-7704-4d35-a9d6-a8cc4937bc6a|살인자를 잡을 준비가 됐나요?
85b34091-e3a5-40e2-a1f3-de0c44f20b36|훌륭한 지적입니다, Katz 경감님. 계속 조사하겠습니다.
dd4c4b01-2e15-484b-8939-e8652a638272|Patrick의 머리에서 쪽지를 찾았습니다.
83501a59-6ca2-41c0-beab-c6bf37a08ade|살인자는 시체를 에어컨 블록 안에 던져 넣었어.
75201629-ac25-468e-9356-35af2544227f|우리는 Patrick이 당신을 이 파티에 초대한 것이 가능한 은폐를 위한 살인 미스터리 게임을 조직하기 위함이라는 것을 알고 있습니다.
74624643-0630-4dde-8a89-93b3367eaec3|살인범의 동기는 Patrick의 미납 세금과 관련이 있을 수 있습니다.
4e1e3076-24f5-4a6e-ba70-cf3cfeded0c0|살인자를 잡을 준비가 됐나요?
1eb2f5f2-7bd7-4be0-b660-9ef7e5906dbf|훌륭한 지적입니다, Katz 경감님. 계속 조사하겠습니다.
ac60baec-0985-4b91-8a85-01528a56a441|Patrick의 머리에서 쪽지를 찾았습니다.
c2f2bf22-ff40-4de8-b0c0-0592d5448f3f|살인자는 시체를 에어컨 블록 안에 던져 넣었어.
138e8302-ec9b-47fc-8c68-0764f37c4a28|살인자는 환기구를 통해 도망쳤어.
1fb2b24c-77c2-4b8d-8240-b6cd934c942a|살인범의 동기는 Patrick의 미납 세금과 관련이 있을 수 있습니다.
360ab50d-0ba7-4dcf-a613-af42174b7635|살인자를 잡을 준비가 됐나요?
406a3ec2-3a52-43e0-81bc-f10e8c385b99|훌륭한 지적입니다, Katz 경감님. 계속 조사하겠습니다.
341e71bd-49a1-4175-b775-bfc7c0c9d441|Patrick의 머리에서 쪽지를 찾았습니다.
fad26269-efee-4f2b-99cb-70c6901174c3|살인자는 시체를 에어컨 블록 안에 던져 넣었어.
24ce03cf-b1d8-4748-8169-34bfa1fc8d58|살인자는 환기구를 통해 도망쳤어.
e17d8b6f-40f2-4929-9092-c172a1066494|우리는 Patrick이 당신을 이 파티에 초대한 것이 가능한 은폐를 위한 살인 미스터리 게임을 조직하기 위함이라는 것을 알고 있습니다.
bc18bddb-d82d-423e-8e8b-8ba1b78e425c|살인자를 잡을 준비가 됐나요?
cb6da936-61c2-4ead-893b-542f8c2661e8|훌륭한 지적입니다, Katz 경감님. 계속 조사하겠습니다.
c8771207-3d14-4fd7-833e-59c3876d9ba1|또 무엇을 조사해야 할까요?
150b39ef-0d6b-4dfd-87bd-17a75edc9a7e|계속 단서를 찾을 거예요.
a21ab96a-312b-408e-9630-49d025b08943|아, 그래. 머리가 떨어졌군. 이제 이 머리가 어디로 떨어졌는지 찾기만 하면 돼...
96b16291-ca9b-4b25-b36f-05b8ed96a7bd|좋아, 그리고 나서 점점 커지는 주택 인플레이션을 해결하자.
4e2bedad-b83d-4338-871a-4fa19cd9ae32|중요해 보이는데. 내가 처리할게.
1fe6535e-507e-48a3-b72a-8a708a06b7f7|알았어. 그렇게 하려고 노력할게.
ba1433ce-3d71-4c3c-bcdb-d8dc4008d43e|음... 나는 새로운 영토 정복인 줄 알았는데...
cbcbcbc3-66f3-4024-b1ce-50990775454b|살인자는 단서를 남기는 경향이 있어, 심리적으로 드러나고 싶어 하는 욕구를 보여줘.
74fe6741-2211-4bd8-b9fb-529443ce4e07|사실, Patrick은 머리가 있었지만 지금은 없어. 그럼 Johnny Cage가 이기는 건가?
8239ddca-3fa7-496b-a713-3a4fd5282fe4|에어컨 블록에 가짜 피 형태로 가짜 증거를 설치한 것은 존재하지 않는 시체의 제거를 시뮬레이션하기 위한 고의적인 잘못된 단서였다.
cbc02931-6d78-4dba-b2b6-41feeef30caa|어쨌든. 집이 점점 더워지면서, 살인자는 분명히 체리맛 음료를 너무 빨리 마시고 에어컨 블록에 토해야 했던 거야.
6fd0c593-af10-4845-b382-0f8bc2d1a0f3|어쨌든. 집이 점점 더워지면서, 살인자는 분명히 체리맛 음료를 너무 빨리 마시고 에어컨 블록에 토해야 했던 거야.
714a73cd-6e2e-417d-9a2b-fa1a088974c0|에어컨 블록에 가짜 피 형태로 가짜 증거를 설치한 것은 존재하지 않는 시체의 제거를 시뮬레이션하기 위한 고의적인 잘못된 단서였다.
b8549fb5-0758-47e9-8c19-7ec08fae7488|에어컨 블록에 가짜 피 형태로 가짜 증거를 설치한 것은 존재하지 않는 시체의 제거를 시뮬레이션하기 위한 고의적인 잘못된 단서였다.
63fd835f-a623-44f8-95c1-3d7b49a4127b|어쨌든. 집이 점점 더워지면서, 살인자는 분명히 체리맛 음료를 너무 빨리 마시고 에어컨 블록에 토해야 했던 거야.
50051ef2-5b10-4620-b015-28a170cbabef|Patrick은 당신을 이 파티에 초대한 사람이고, 따라서 자신의 죽음에 연루된 주요 용의자입니다.
058f9944-9109-414f-8577-f58bea894abf|음... Patrick은 가슴을 좋아하니까 당신을 초대했겠죠. 파티에서 더 많은 가슴을 보고 싶어 하지 않는 사람이 어디 있겠어요?
c0da7adc-d5dc-4d45-9476-80512e754c27|Patrick은 최근 자신의 유언장을 작성했는데, 이는 그가 곧 죽을 수도 있음을 시사하며, 따라서 그의 암살의 동기를 제공합니다.
7c537ac7-a375-4290-8425-7f0c2168c8fe|살인자는 Patrick의 직장에 USB 항문 탐침을 삽입하여 그를 작은 섬으로 디지털 전송할 수 있도록 했습니다. 그 섬은 서류 가방 안에 숨겨져 있습니다.
4e84bb94-9c2b-48e9-b49d-a92765e2d914|Patrick은 최근 자신의 유언장을 작성했는데, 이는 그가 곧 죽을 수도 있음을 시사하며, 따라서 그의 암살의 동기를 제공합니다.
dc780f0b-dc07-46de-99df-7dfc9f25e09c|살인자는 Patrick의 직장에 USB 항문 탐침을 삽입하여 그를 작은 섬으로 디지털 전송할 수 있도록 했습니다. 그 섬은 서류 가방 안에 숨겨져 있습니다.
9b3fb946-0d61-4301-abb6-816ac24e27ed|Patrick은 당신을 이 파티에 초대한 사람이고, 따라서 자신의 죽음에 연루된 주요 용의자입니다.
1306b06c-40c9-430e-9f63-62f5d633bbea|음... Patrick은 가슴을 좋아하니까 당신을 초대했겠죠. 파티에서 더 많은 가슴을 보고 싶어 하지 않는 사람이 어디 있겠어요?
44abc461-5c93-4bb4-acb9-772a91a6ac85|살인자는 환기구를 이용해서 움직이고 우리를 감시하고 있어.
b65d2801-58df-4343-a9d4-251db5750c2f|알았어, 알았어. 가장 중요한 단서부터 계속하자: 살인자는 환기구에서 케첩을 많이 뿌린 핫도그를 먹는 걸 좋아해. 이상하네. 누가 핫도그에 케첩을 뿌려?
78a4854f-87bf-457c-a632-28e45ae6e16c|Patrick은 당신을 이 파티에 초대한 사람이고, 따라서 자신의 죽음에 연루된 주요 용의자입니다.
bfac3869-563e-47cc-9f65-8a5c88fdd501|음... Patrick은 가슴을 좋아하니까 당신을 초대했겠죠. 파티에서 더 많은 가슴을 보고 싶어 하지 않는 사람이 어디 있겠어요?
c1044538-0b74-453e-b215-55b2451689d4|살인자는 환기구를 이용해서 움직이고 우리를 감시하고 있어.
5e8f9396-07b0-4f0e-9ed5-8b041957b2d3|알았어, 알았어. 가장 중요한 단서부터 계속하자: 살인자는 환기구에서 케첩을 많이 뿌린 핫도그를 먹는 걸 좋아해. 이상하네. 누가 핫도그에 케첩을 뿌려?
252f4a9d-c9d7-49fe-b052-67727140eb4b|알았어, 알았어. 가장 중요한 단서부터 계속하자: 살인자는 환기구에서 케첩을 많이 뿌린 핫도그를 먹는 걸 좋아해. 이상하네. 누가 핫도그에 케첩을 뿌려?
4ec833e4-ed58-4066-bbce-241ec9fea81c|살인자는 환기구를 이용해서 움직이고 우리를 감시하고 있어.
ba6e5ff1-e18f-4e40-b28a-42e3d92e102a|Patrick은 최근 자신의 유언장을 작성했는데, 이는 그가 곧 죽을 수도 있음을 시사하며, 따라서 그의 암살의 동기를 제공합니다.
414b23bf-32c9-4fcf-8170-399a2ec93610|살인자는 Patrick의 직장에 USB 항문 탐침을 삽입하여 그를 작은 섬으로 디지털 전송할 수 있도록 했습니다. 그 섬은 서류 가방 안에 숨겨져 있습니다.
6626cf4f-0688-457c-b551-d8b774943bce|Patrick은 당신을 이 파티에 초대한 사람이고, 따라서 자신의 죽음에 연루된 주요 용의자입니다.
8571f36d-4cdc-4bb5-96d0-ee696c796f00|음... Patrick은 가슴을 좋아하니까 당신을 초대했겠죠. 파티에서 더 많은 가슴을 보고 싶어 하지 않는 사람이 어디 있겠어요?
9dcd128a-c0fd-4cb7-aeb6-ad44daa4015f|뭐라고요?
fe868fd1-6771-449a-b084-e0f4dd20ed31|뭐라고요?
d1dd9fbc-5ea0-4390-8168-7d5edbcce8da|Patrick은 당신을 이 파티에 초대한 사람이고, 따라서 자신의 죽음에 연루된 주요 용의자입니다.
9431ad22-fd98-476c-8d53-d9a07da2cee8|음... Patrick은 가슴을 좋아하니까 당신을 초대했겠죠. 파티에서 더 많은 가슴을 보고 싶어 하지 않는 사람이 어디 있겠어요?
a0f7179b-93e5-40ff-8d65-a7ea4eeac8e9|알았어, 알았어. 가장 중요한 단서부터 계속하자: 살인자는 환기구에서 케첩을 많이 뿌린 핫도그를 먹는 걸 좋아해. 이상하네. 누가 핫도그에 케첩을 뿌려?
c3ed9c16-ec99-4a76-a7e6-51e2e992cdca|살인자는 환기구를 이용해서 움직이고 우리를 감시하고 있어.
3c069a00-cde7-41fd-a7d5-c0449deba8d4|음담패설을 하고 있어.
9a2998af-2966-48f9-898b-94a490605dc8|어쨌든, 계획이 필요해.
133a19db-4087-4065-a041-67d771a468ec|어쨌든, 계획이 필요해.
601018fb-1d7c-4a9a-b9ac-fecb4dd757d9|어쨌든, 계획이 필요해.
8ff80ea8-302f-4f91-92b1-a831840712da|어쨌든, 계획이 필요해.
b118354a-530b-4a2f-8fb4-e6a2a7dc4da8|드라마틱한 효과를 위해 잠시 멈추는 걸 잊지 마.
c14b5c6f-4843-4324-93ba-34567623de82|행운을 빌어주는 작은 키스 좀 해줄 수 있어?
1a49c2da-7801-4ede-ad32-c2ab1f027637|너무 멋져!
a4607b1a-d14f-4745-ac87-8ea43020792e|이거 금방 끝낼 테니까 잘 봐.
058cbfba-1b77-4cef-8751-9d66d906386e|맞아, 그렇게 할 수도 있겠네. 아니면...
6956d329-a980-4798-a8da-9ecf61ad22e9|응, 알았어. 무슨 말인지 알겠어. 하지만 어쩌면...
e192f8b5-9934-4c96-a799-af8d921b5231|흥미로운 아이디어네, 하지만...
91cc27e4-ed23-4142-9e06-9de60fe6b131|내가 말하게 하지 마.
b63a728c-f198-491f-9183-ebd2b0b79a7f|음, 나도 확신은 없어... 하지만 패턴이 보이기 시작하네. 뭔가 있는 것 같아.
31de8644-6245-45e2-8ef5-96ac0a3ac072|대충 이해한 것 같아.
c50401a3-e85c-4934-ac40-5acf4121c163|고마워. 뭔가 보거나 들은 거 있어?
ee0c12e1-b994-41f5-885e-c9e0cd2995c6|알았어. 조심해.
5b3a3c1f-f4a6-412c-a86d-e34bd0459325|감정은 상호적이야.
68545783-20be-4de7-bb7d-7b686cfca8a1|환기구를 닫기 시작했어. 안에 점점 연기가 자욱해질 거야.
d20c134c-968a-423a-b151-08a469b4a676|워! 너 정신 능력 있어?
06e93b44-8d70-4050-86d5-7b1d9f280f0e|Tyrael의 힘이 그렇게 강요한다.
326835e9-32a2-4d90-b6f4-25f41ac4bd00|물론이지, 하지만 내 말을 믿어: Psylocke 코스튬 입으면 정말 섹시할 거야.
4a9074da-978f-436a-be46-4bf9f76ecb57|그냥 네가 언제든지 나를 최면 걸어서 원하는 대로 할 수 있다는 뜻이야.
17b13820-cfc7-48bd-bfcd-3e0261887f72|알았어. 이제 뭘 할까?
abd998f9-8cd6-450d-b6ce-fd2e2675e898|알았어. 이제 뭘 할까?
1b4786f3-df1a-4794-a123-c184ac150a99|알았어. 이제 뭘 할까?
155eb478-8562-4f96-b162-3e06aa05be34|타락한 천사이든 섹시한 악마이든, 나는 언제나 네 눈에서 천국을 봐.
a4ab86c7-46f4-47f0-ae8b-46d68ff0c96e|알았어... 그냥 널 화형대에 태울 필요가 없다는 걸 확실히 하고 싶을 뿐이야.
505d6063-5847-4b51-9890-bc26f536cbe7|알았어. 이제 뭘 할까?
0af7bce8-15e6-4036-a0d2-b310b96cfe3c|알았어. 이제 뭘 할까?
9ebf89e9-be09-456c-b32d-bfa5de373de2|알았어. 이제 뭘 할까?
fe98356c-2bc5-4202-af78-28e1f477468a|최고야.
d00dc202-d172-41a0-bcee-0cdc75ada4d3|망치로 때려도 돼?
dbf7a1b3-5481-4a96-8787-e671f9a985f3|Frank나 Leah를 설득해서 우리를 위해 싸우게 할게. 또 뭐 필요한 거 있어?
b642fb74-193f-44c5-bbf5-6ffda1407394|알았어. 차고에서 보자, 맞지?
b7def07e-1efc-4465-8823-f9948a1f6a20|알았어.
7c7c64d0-ee96-4864-9822-f231e1d50983|아무 말도 하지 않는다
ee6ab706-9738-43ad-b21f-7b5d62677e5d|아무 말도 하지 않는다
c9251418-28d8-40a8-9794-dff48c2626f1|우리가 해냈어!
b5ff697e-3ba6-4a38-9fae-7528cc79fbc1|설명해줘요, Liz Katz 탐정님.
0a5bff88-db73-4ac7-8a9a-4a6ff4b1ca53|아무 말도 하지 않는다
52d4ec0a-fa3d-4bb5-8a91-3dfd9c3b1018|아무 말도 하지 않는다
13dbbb92-05a3-4f3f-b3f7-f813683656ea|아무 말도 하지 않는다
289a89ec-a3d5-4a91-965b-321fecfc346b|아무 말도 하지 않는다
e963d548-2a03-40c9-bcf9-df630ca241e9|그리고 망치로 때리면 정말 아프지.
9ec1bcf9-1b6d-44c0-a994-436cf1c8afab|아무 말도 하지 않는다
a4b01d01-8597-44fc-a3d0-202d2abbedec|전혀 모르겠어.
acac0be1-4e52-4c9e-8e79-5a89eff5501c|Patrick은 사라지기 직전에 그의 유언장을 Ordina-ta-soeur에게 남겼어, 맞지?
b8a7f352-4ec3-44ad-8c8a-160b1cce35ef|물론이지, 하늘에 있는 가슴 난교 파티에 가려고!
f52ec137-3eaa-44c7-8cb1-9c2cf05f6039|왜냐하면, 음... 그가 여기저기에 단서를 남겼거든. 설명해 봐, Patrick!
230ab534-ad94-4797-bce2-5c3ed072ac01|우리가 살인을 해결한 건가?
1b3b2c31-9de7-4e93-ac07-7655ba42513c|괜찮아요?
c34e0e49-5166-481b-889f-dd0001a10851|응, 나도.
7bb14735-0a33-4911-b4d0-090b2bb30664|네, 탐정님.
db01811c-f478-4f3b-a62b-890244ca7457|물론이죠.
26114114-2385-4810-a7cc-fee40990bc66|아무 말도 하지 않는다
d7adba25-4268-4356-8760-81256b6636b2|내가 기분 좋으라고 그렇게 말하는 거야?
aef3ce07-6719-4bf3-b745-25d76592dcd5|살인 미스터리 게임은 어떻게 된 거죠?
d18f2132-8534-4789-9488-10cf5c813fd1|무슨 더미?
e62a124d-3df6-4716-a39a-b0162594c5a7|음...
a8c146a1-8b9b-449b-9282-b362482112cc|어...
1c74ca42-ed22-476b-9636-fd0a904c9a7d|우리가 미스터리를 해결했어! 우리가 꽤 좋은 팀을 이룬 것 같아.
ea5d1eb6-2d8f-4147-85d2-552e2886d4ae|괜찮아요?
8f90612a-cdc3-4bf3-b049-8f92b178a421|내 말은, 벗을 수도 있어...
dad2eeb6-97ee-4494-9c94-a12503774b56|왜냐면, 너도 옷을 입고 있으니까?
cf27835b-a722-46bd-b867-4604e4108aa6|아니, 난 네가 정말 할 수 있다고 생각해.
97874438-08f2-4faf-aea9-a58bac94ea30|그럼 우리가 할 수 있을까?
b0f13217-c241-408c-b13d-7268125706fc|감당할 수 있어. 오늘 밤 내내 네 생각만 했어.
5d8b5c18-9850-4faa-ad59-b4276e310f8e|당신이 말하는 대로, 당신이 필요로 하는 모든 것을 할게요.
d5295411-dc4a-4eb5-8532-f83f271d7337|네 몸의 모든 부분을 만지고 싶어. 네게 영광스러운 만족감을 줄 수 있을 것 같아.
be27989c-ff10-43fd-bae5-91438ee12ac4|네가 황홀경에 빠지는 데 필요한 모든 것을 아낌없이 줄 거야.
1119dbaa-3006-4976-a8aa-c17ee9f8a845|날 믿어, 넌 할 수 있어. 날 원하는 대로 해도 좋아. 여기서 '나'는 나의 모든 것을 뜻해.
63b30e4d-080d-4717-9626-c15cb927a15b|나 걱정하지 마. 넌 날 가지고 뭐든지 할 수 있어.
e8ac055b-90a9-4502-b01d-0b1dc6179c06|Liz Katz 탐정님, 당신은 날 흥분시키기만 해요.
26fd10f8-4943-4b23-9f26-3ddb3518a9a4|음, 약간의 아드레날린은 누구에게도 해롭지 않았으니까...
568032ba-9363-4871-a7bf-4364f9ac1c18|이것만은 확실해. 오늘 밤 풀어야 할 가장 큰 미스터리는 바로 네 몸이야. 그리고 난 그걸 알아내고 싶어 미치겠어.
39012abd-82f4-4348-a9b9-24caa95d1480|미래는 모르겠지만, 지금 이 순간은 우리가 통제할 수 있어. 그러니 거기서부터 시작해서 우리만의 운명을 만들어나가자.
7a65840d-4ab3-4623-b0dd-49788f17614e|솔직히, 이 시점에서 네가 나를 감당할 수 있을지 모르겠어. 내가 너에게 너무 과분한 걸지도.
fa941427-8ca2-43d8-8032-02de1558023b|드디어.
867e083f-e6a2-4444-ae01-d42e6095231d|아, 안 돼. 또 뭐야?
e1ccdf39-450a-4dd6-b79d-868e3d5f6488|아... 그래?
b94f2ec0-bfc3-4451-9c48-253458a473f1|아... 그래? (POV)
cb023f69-7582-4280-81a7-f99cfdf7d155|여전히 똑같군.
6475263a-92a8-4bdc-84b3-6e8388b0183c|어쩌면 우리가 오늘 밤 만난 건 운명이었을지도.
8dab04e4-dde1-4394-8a7b-536da2479c7e|이게 우리가 사랑에 빠지는 순간인가?
512b8ea6-9a82-4fd3-bc3e-20d53798c7d7|아니면 너와 나, 둘 다 선택받은 자들인가?
90af6166-3c37-4080-b6f1-37f62b95e494|네, 그럼요.
d19412b8-c0e9-4f0e-905c-da2625116fb8|네, 스승님. 당신의 지식을 실컷 마시고 싶어요.
cde6f743-fc96-4703-a074-9e6d0016c7a8|누구에게도 내 가치를 증명할 필요 없어.
cab2f385-5ca2-4973-b941-8e8620371db8|아니면 내가 모든 불신자들을 물리치는 순간인가?
df21be9d-8960-48cf-ac32-fcec21d3b832|네 몸만 봐도 충분히 알아.
a3a0ea52-022c-491c-afc7-b465fad88890|알겠습니다.
88204c4e-3db2-4785-b64d-c95696c76d48|미안. 약속할게, 그만할게.
6cbf94cb-31c3-49fc-8167-71c50f8c9ecc|사실... 난 하루 종일 이럴 수 있어. 넌 어쩔 건데?
43529bc8-b723-4425-bfa4-4de42346be1a|알았어!
e414e447-6691-48b8-ad95-5a55c40b7910|Leonardo.
82285f09-26f8-475b-87f5-2cbd7749058f|Donatello.
a9862366-8c78-4a00-988f-ce3ba5c2d226|Michelangelo.
36e038e5-ec98-4581-aeeb-74a20a0274ea|Raphael.
bb8b49b5-8637-41fc-a4d7-8ac4366cb187|아무도 아니, 난 하키 마스크 쓴 녀석이 더 좋아.
358a2e21-cb64-43c9-8275-f421f0e1c2f8|갈아서 수프에 넣어 먹는 그런 종류!
b839bffa-acec-4b7c-9e6b-50a2fded02f0|진심이야? 대박!
0e3ea7ad-36e9-44b8-9f74-7b2f6de390e7|음...
e7cb4077-1e66-4d0e-871f-1f557a11c2a6|이런 대답에 어떤 반응을 기대했는지 모르겠네...
25f08012-001c-41b3-a38f-4367833b8a72|Deadpool, 두말할 필요 없이.
655b3afe-adb9-4be6-a96f-987c3bbbab46|Wolverine, 두말할 필요 없이.
9d4dad20-2adc-49e5-a3d8-af11fbb65389|Hugh Reynolds가 연기한 그 사람.
ed4301fb-7308-424b-b9a2-2085d1673710|음, 별로야. 둘 다 형편없어!
c8f345e4-5581-481e-aa4e-724d425f7f83|천만에!
b297d3e5-90b0-4bed-92e1-9120fef112c9|그게 내 대답이고, 난 그걸 고수할 거야.
1ce15a78-c9c6-471f-a982-c37077b7a02e|그래서, 넌 누구를 더 좋아하는데?
5a4c2fb9-72bc-49f2-9564-113a3607a4a4|그래서, 넌 누구를 더 좋아하는데?
d7eb526e-24f9-4677-b1ea-1f9ee81cc7a7|그래서 넌 나이 많은 남자들은 안 좋아해?
97a27803-9ee2-492b-a362-ab14b824e754|응. Wolverine은 좀 작아.
bd6f8ccb-28e2-427b-a52c-b5467fd6784f|응. Wolverine은 좀 털이 많아.
